Player,PlayerID,OldPP,WeightedUP,AverageDelta,AverageFactor
Flaro,10323184,20171.17542896807,20041.739476264167,-1.9342445348322905,0.15180732355066523
Saiyku,13767572,20103.204978870544,19983.18719377697,-11.758979815545796,0.3862129429171047
Shyot73,7918057,19764.65918039879,19885.60823753939,-10.31635958523932,0.36148621345190846
hqshe,2675255,20597.029458009136,19863.47990528527,-26.828977086434694,0.4323994153483431
Mathi,5339515,18301.692383434227,19861.256147638498,22.869113854469123,0.16764174232653967
yary,13300203,19964.50601662504,19765.842146005103,-28.385697317739556,0.522638500857282
worst hr player,14106450,19416.47870202172,19701.707480164674,13.589407839164132,-0.013241642401591109
MouseR1ez,15119977,20041.02982628264,19659.725748059038,-15.929241337935627,0.435536090982902
xootynator,3717598,18798.202607146337,19659.040185932714,28.874920189863666,0.008889446547544306
WhiteCat,4504101,19324.515004204324,19657.662622469034,15.076938759493874,-0.05370335433132837
Zoxeim,13051015,20657.256293871276,19639.25681327597,-30.326217017327536,0.5095004727533576
xan_ly,11885405,19879.886206219966,19608.025054439448,-3.0879579198632507,0.24479473420507047
Kurumiw,11415687,19773.803134818492,19524.1929943077,-14.992147387848963,0.2669446238213662
nehemiah,19072684,19916.24136781072,19501.94039557995,-14.286649841645932,0.34232094387297934
majoreh,7959222,18631.3366525485,19500.745253059722,15.623576672447316,0.2896156969194237
Raikouhou,8007528,19538.174160807575,19499.40404518803,-8.278229395612566,0.2928475826774607
Pipipupu997,20120615,19606.9810526701,19393.509622698282,-13.062631924068349,0.290232360148569
Egor,8868635,19946.493651962115,19375.564301160382,-26.946629457208765,0.5184178135236742
gwb,13216706,20288.028945197624,19358.836969902288,-21.214763141200034,0.3653016101573481
TTv_UFO,14676719,19738.170549170183,19352.58791262451,-10.474614331647413,0.2515905824938578
Arnold24x24,2291265,19551.8403601908,19333.926248907163,-5.429955981254842,0.3130345754119446
Intercambing,2546001,18905.449101630504,19254.44593317608,6.57163271389793,0.15058487017300992
kazamabc,6937470,18225.38855483941,19157.995383738475,12.291869025496656,0.19636885857615607
[ Master ],12130906,19293.655162710224,19154.187438253924,-3.989515558160061,0.15000487489375172
thank you,14097024,18369.83585489127,19095.35344866355,-2.6938912390242513,0.3810671239064791
Mahmood,7627844,17695.64528282436,19018.63747767488,18.541200164697752,0.14204184355995275
dawza,14733785,19406.846220279254,19010.172599851718,-9.763005372498265,0.321238201007997
Weetab,22082286,19518.439814570054,18971.993784251343,-16.667734446071616,0.3280755977108197
ur cute,9993348,18907.052765893997,18966.534134757487,-5.448994354793743,0.13800311121004466
Aricin,1419095,18288.90201047061,18962.21713478043,29.574929432331427,0.07979177311697966
Rafis,2558286,19083.388008536924,18939.308411089423,-6.356630270018653,0.2657580896526429
ciru,6114695,19215.20398502223,18927.773919148625,-14.244287744161898,0.30685219147234843
rektygon,7813296,18518.634955460497,18912.76129932554,4.067152296624388,0.15819370791210555
suurii,10916561,18932.22197693063,18892.14119451619,1.8705819108635944,0.1693728986579788
Utami,7512553,18761.35982812781,18891.50661476439,-5.067417535425939,0.23124509050359873
chocomint,124493,17919.06087565512,18843.463233800856,50.880368504576154,-0.020278595050004365
Freddie Benson,7342622,18900.707187053555,18807.38851744156,-0.046779785293205124,0.10577103666990599
def,21619075,19642.228167456436,18788.885364641086,-18.721732362031307,0.30998820977273467
sakuraskip,11829390,17487.31447973192,18735.519114583,16.28577581329026,0.20235922905939344
haxor,10933605,18709.819474133597,18720.13010585288,-2.433820355086176,0.1676326182963756
Welter,11552867,18452.586222323353,18709.685100143448,-1.2079204930462413,0.19391698212838812
Suyong_,8799923,19587.355921081395,18696.806160711447,-23.82537991737799,0.409467520272482
Zeaqk,14733798,18631.918368459672,18666.32685878539,3.582855178270456,0.1379544981065771
Bonk,4209965,16664.268025682726,18621.443693654848,84.71980958348948,-0.0014527116842952192
[Karcher],11443437,18985.710614792715,18566.233592681325,-12.433708584763389,0.28663924037926347
Blah,12204079,19044.896576994062,18548.111849548968,-16.212510181763456,0.2510878226708108
Drxvmik,11383358,19353.52804028555,18540.708941637058,-16.644371711915113,0.2597292183433784
puppy,6304246,17877.076262679588,18526.3888434829,13.295285220564493,0.11217378440339645
315,12169267,17429.431661652634,18500.457674226196,29.83160774591761,0.2318234891503774
ratcho,8075782,19231.41848758979,18434.550393767993,-21.776083194596854,0.34876902859164205
Shirosora,10613549,16658.96508187256,18424.99023696639,48.37540455913137,0.057036757049623805
MALTESER,5218178,18171.641709417156,18410.122060550577,4.520089705249958,0.2212821048022644
mcy4,2165650,18498.40719597951,18392.750898025926,-7.897574972416805,0.2280174402941352
Vaxei,4787150,18267.62496866579,18383.76205716342,17.984012315601554,0.0239478818292605
Bibero,30751112,18927.510521681066,18330.17297640747,-13.579713729530058,0.4170445779254749
perthed again,11604978,17717.016411690456,18323.30659552141,-1.316849429393983,0.2660063410050039
EZChamp,1719471,18450.868827636245,18315.67681464087,-4.333696838987983,0.2892068284396187
awesome sauce,16900233,18313.43501617329,18280.88398886274,1.3390453680218832,0.17671015127162457
RyooYamada,9896317,19007.927494604817,18244.758299850324,-19.176533920981637,0.4453296013190942
vixylium,12155780,16603.931420492754,18220.4497080277,46.88662602266996,-0.0013855146869819707
big_tatik,15780777,18666.019078514124,18217.798942420097,-14.809842586870923,0.4316488264074801
NaPiii_,9849451,18656.07511624869,18216.654896064374,-27.405194348117185,0.5561275254455622
CUPSIZEFAN,22274174,18857.841014225647,18212.125113208138,-19.246467924278512,0.31682548624407203
decaten,5645231,17021.806458447147,18209.52770203149,27.63421505634891,0.13586423161777375
fudge,11592896,17771.394695513074,18202.018632091796,4.215064716947573,0.10275475047822454
Pablohh,10092099,16241.719653071968,18188.773645057536,57.83805834240129,0.028446183452527564
-DEVN,7280590,18163.01025152822,18177.673035196513,-5.037910271807497,0.21559940744854256
alexsandll,16800870,17979.792804749562,18166.90694477574,-3.1881867827279393,0.1841463586468882
Zyntex,11806306,18085.192715757978,18110.73198782664,-1.5429846321921992,0.20585585285369587
Zaqqy,3498155,17323.810837471177,18083.83959288123,15.373880549541314,0.14882523645727566
Dever,16320893,18093.325433532176,18081.597841108072,-14.08507538338065,0.4506170362823596
clafrelys,15293080,18325.985431096968,17942.890003539054,-20.494424206501886,0.39673127608397074
Lolu,13204938,17201.179114052004,17926.08510057139,15.845747432705652,0.01629650974718356
Barbone,17104779,18452.592573451275,17842.173651521796,-26.76673755561882,0.4449336525775175
aim1trick,18441629,18315.13857751285,17755.550422885,-19.347984602246825,0.3375661184374159
tekkito,7075211,16400.74282343937,17741.725647296957,20.282397971848308,0.10617431464788643
Librarian,10083084,16748.32082836591,17711.417846036198,35.28029587895431,-0.1434736903569666
AdrianLabubu67,11930908,17680.527714640044,17689.457362774305,3.1328204726151885,0.17481207271219895
bunnylikemoney,14215850,18220.03535602848,17672.241074267262,-21.663654130590285,0.35708876014453167
Juh,10145045,18411.306900306136,17655.17089571856,-23.4668897857695,0.40530797652576817
willy0214,8660293,18184.759892874506,17617.617338663073,-22.73557053762277,0.5287546527278816
