BeatmapID,TotalWeightedPP,AppearanceCount,Placements,Title,DifficultyName
435273,397.9078,13,"65,62,69,77,37,60,76,73,97,79,54,63,53",Tokohana,Insane
4017865,436.3377,3,"70,65,14",MUKANJYO (TV Size),RESTLESS
2238053,14.6169,1,76,Of Strength and the Lust for Power,Neverending
603591,11.1876,1,81,Chameleon Love / feat.Kano,Camouflage
731975,9.5725,1,84,Imprinting,toybot's Extra
4683143,7.7897,1,88,Cross The Finish Line [feat. Nanahira],Turbo
1579914,6.6704,1,91,Jikininki,Japanese Ghost
4051851,236.9251,2,"27,59",furioso melodia,Obliteration
4465093,196.3506,2,"29,73","Comma, ~ Imi to Kouzou no Bunri",", funky?"
1627723,129.2749,1,35,Sugar Song to Bitter Step,Bittersweet
5091604,372.0739,3,"36,25,57",Free Bird,Collab
1682373,1350.2573,5,"40,19,43,52,3",Rap God,Tap God
4111938,94.6073,1,41,Motivation,Think About It
3689413,80.4202,1,44,That That (prod. & feat. SUGA of BTS),CAN YOU FILLET
4382678,76.311,1,45,Black Berserker,Chain of Abomination
4068548,87.7255,2,"49,63",Anomaly,?????
3323078,50.1863,1,53,Kyu-kurarin,Kyrian's Heartache
2541434,36.6216,1,59,Monkey Business -Satire mix-,-PC's Krazy
631413,24.0118,1,67,The Bravery,Depravity
3255948,30.1777,2,"68,89",Last Dance Again,Insane
2823866,19.4579,1,71,Mekakushi,Lasse's Expert
816327,56.4036,4,"73,70,88,78",Tengaku,Uncompressed Fury of a Raging Japanese God
3223735,15.0003,1,76,Memory of Tears II,Condemnation
3979647,245.4601,3,"78,25,72",Danzai no Solitude,Kneel Before Me
3555173,12.8343,1,79,Kyu-kurarin,...
1862525,12.1532,1,80,psychology,Subconscious
2636826,7.9857,1,88,Ego mo Id mo Tanjun ni,Expert
2633754,14.7814,2,"89,88",TAPIOCA,FURY
2660097,4.508,1,99,Compute It With Some Devilish Alcoholic Steampunk Engines,Retrofuturism
5279166,109.4637,2,"42,71","Jashin no Konrei, Gi wa Ai to Shiru.",mithew's Cthulhu and the Third Bride
5539781,53.4311,3,"62,100,72","The Sun, The Moon, The Star","By moonlight and starlight, I turn my gaze to the sky."
5104724,7.6605,1,89,Shinbatsu o Tadori Kyoukotsu ni Itaru,Maiev x choco x Sayuka's Extreme
147327,145.004,2,"33,100",Gimme! Gimme! Gimme! (Nightcore Mix),CDFGimme!
148009,91.4239,1,41,Tenkuu no Yoake,Another
132043,77.0215,2,"46,91",HEAVENLY MOON,Extreme
4871320,95.2683,3,"53,66,64",You're a Winner!,Fatfan's Expert!
772476,33.3021,1,60,Dreamer's Dream,PRESSURE
699471,76.4864,3,"66,57,80","Watashi, Shuyaku no Akaza Akari desu",Akariiin~!
48416,22.8405,1,67,BASARA,BASARA
5405853,211.6403,3,"68,59,31",Wakuwaku Tabemono Land,Insane
24517,13.4261,1,77,Du Hast,Du Hast Mich
1217241,12.0747,1,79,Insaengui Huejeonmongma(ppongjjak ver.),Happil
140167,10.843,1,81,Kamui,dksslqj Style
824359,6.3795,1,91,The Blonde Lead The Blind,Extra
776594,99.1518,2,"94,41",Everlasting Message,Guy's INFINITE
841068,4.6444,1,97,Boo,Only you <3
2964222,3.9587,1,100,SAVE (Encore),Reform's Extra
2804276,154.9165,3,"39,68,60",Manemane Psychotropic,I'm Sorry for Cheating...
1816320,50.0252,2,"54,100","RISE (ft. The Glitch Mob, Mako, and The Word Alive)",Summit
3307758,7.8958,1,87,Super Luminal,SHD
2799753,6.3948,1,91,Manemane Psychotropic,Imitation
3205626,23.071,1,68,Belief,Decalfj's Radiant Wings
660698,54.5403,2,"77,57","Yuuga ni Sakase, Sumizome no Sakura ~ Border of Life",Extra Stage Collab
1632362,9.0239,2,"97,100",EVERMORE (M@STER VERSION),Our Wishes
2096800,730.3933,13,"45,65,80,69,89,72,76,86,80,27,46,30,35",Mizuoto to Curtain,Sabishii
5113096,39.4931,1,57,ANTIDOTE,COLLAB EXTRA
1052871,175.6116,1,30,FaV -F*** and Vanguard-,Happiness
2274780,104.2511,2,"49,57",COLORFUL DAYS!!,Aozora
3894551,48.2327,1,54,Silhouette,lapp's Extra feat. bao
2953423,35.4861,2,"63,94",I'M A BELIEVER (TV Size),Spike
1463237,25.404,1,66,HOPE,INSANE
4006497,21.6392,1,69,Marine Blue ni Sotte,Kuki's Extra
2139974,17.571,1,73,"Sakura, Reincarnation",Petals
898575,14.2512,1,77,BLUE DRAGON,grumd's Extra
4745770,11.4954,1,81,Yasashisa no Riyuu,Wentarks' Curiosity
4732555,911.8303,2,"4,29",Megumi no Ame,Precious Memories
3544927,616.057,1,7,TWiNKLE CiRCLE,WE LOVE MUSiC
4364466,377.5879,1,16,Oshihen nante Yurusanai!,Every Note I Sing Resonates with My Unyielding Path of Dedication
3360553,288.7719,1,21,Tengoku to Jigoku,Extra
3873668,141.5875,2,"36,73",Thoughtcrime,Akitoshi's Extreme
4213425,59.6744,1,50,Kawayo,iljaaz's Expert
860472,37.1039,1,59,Sayonara Usotsuki,Goodbye
1796420,14.4739,1,77,ADAMAS (TV Size),DiAMOND SWORD
1949535,172.3997,9,"88,88,74,69,84,90,63,89,46",Colorful,Akitoshi's Extra
1790755,5.9002,1,94,Anti-Clockwise,Rain
1256376,5.6023,1,95,We Can!,Atsuro's Extra
1941890,269.3011,1,22,M flat,Sotarks' Emotions
968220,94.9835,1,41,GO!!! ~NARUTO OPENING MIX~,Fighting Dreamers
1784189,91.4072,3,"47,74,90",Heart Goes Boom!! [GAME Mix],sahuang's Sweetness
2245860,57.5445,1,50,PADORU / PADORU,Doormat's Extra
2250747,51.4585,2,"56,80",PADORU / PADORU,Fatfan's Extreme
451414,14.2427,1,76,Syumatsu no Fractale (Game Size),Insane
1932649,23.6952,2,"79,80",Chikatto Chika Chika (TV Size),Hazu's Expert
2112908,79.4675,2,"80,46",Inferno (TV Size),Taeyang's Infernal
2897135,10.9552,1,81,Ouran Romancia,dkblaze's Expert
2025942,137.8767,3,"85,35,91",Mizuoto to Curtain,Lucid
388623,8.008,1,87,Trust in you (TV Size),Insane
1255789,217.6009,9,"88,83,53,89,95,100,73,46,51",Shinzou o Sasageyo! [TV Size],Titan
719517,25.5249,2,"91,71",Hanagoyomi short version,Sakura
1961271,5.8347,1,93,Koi no Hime Hime Pettanko (Karaoke),Ringtone
4636979,70.6589,2,"79,50",Tensei Shitara Ken Deshita (TV Size),Nymphe's Extra
339640,320.9276,2,"21,58",Smoke Tower,Trauma
1980295,270.8722,1,22,Methods,Expert
356030,194.289,1,28,Masquerade,Extra
1676603,157.2617,1,32,Yokuatsu Sakuran Girl,Insane
2202493,113.1444,1,38,Alexithymia | Lupinus | Tokei no Heya to Seishin Sekai,Chronostasis
217651,283.6874,3,"39,39,46",Kakuzetsu Thanatos,Pokie
1555034,81.7835,1,44,Gensou Roman Kikou (is the limit.),Extra
4702508,72.9408,1,46,Amethyst Aurora,Knight's Extra
1082403,69.2609,1,47,Tokei no Heya to Seishin Sekai,Horologe
1025530,244.216,3,"50,38,45",nightfall,Skyloft
538404,56.0814,1,51,Move That Body -Extended Mix-,Extreme
1922693,49.9132,1,53,Tank!,Bang!
1871283,42.637,1,56,Kagachi,Yusomi's EX
2646355,38.4473,1,58,Kaikai Kitan,Extra
2962941,26.6576,1,65,U,Affection
171678,23.9669,1,67,Smile of Split,Insane
239104,22.7021,1,68,Mushikui Saikede Rhythm,Skystar
1662095,31.7605,2,"71,80",The Ballad of a Mindless Girl,Expert
1510461,16.5392,1,74,Manimani,Yamazakura
499839,20.9896,2,"75,94",Yokuatsu Sakuran Girl,HW's Expert
1789641,14.9185,1,76,Romance ga Ariamaru,Extra
4152865,13.3762,1,78,Drenched in Air,Insane
1939172,12.6974,1,79,G e n g a o z o - f o o n,Another
1015266,11.4343,1,81,Groundhog (Beat Juggle),Rhythm Master
1493143,64.2876,2,"82,51",Kaefig,kwk's Extra
763946,10.2854,1,83,Tokyo (Innovaderz Remix),Welcome to Skystar's Tokyo
2484271,9.7679,1,84,breathe,Expert
3788261,201.9968,3,"85,64,29",Vicinity Of Obscenity,Lasse's Expert
2908653,7.527,1,89,POLKAMANIA,BURSTMANIA
99342,199.6483,4,"93,76,29,84",Chousai Kenbo Sengen,Insane
1808400,5.5099,1,95,Angry Birds Epic (Remix),RRRRR!!!!
533622,4.7115,1,98,Dopamine,Kotori's EXTREME
4990362,22.1436,1,68,Last Dance,The tainted blood trickles from my hand as the melody ravages my innocence...
4649191,719.121,2,"30,9",Merry Axe-Mas,Kirishima-'s Expert
974352,118.8608,4,"50,66,86,63",Into the Void,Eternal Darkness
4538704,744.8983,4,"72,91,71,4",Pest,Salvation's Denial
5621975,7.4393,1,88,etheria,namriee's extra
4704018,309.2948,11,"55,87,69,69,97,69,77,43,56,53,56",Age of Tyranny,Astronic's Expert
4569323,28.4227,1,59,FOR THE COMPANY,Accnome's Insane First Day On The Job
5053319,48.5848,3,"68,93,61",Green Greens,THORWAVE's Expert
4956785,11.9484,1,74,Bubblegum Bitch (Nightcore Mix),Castie's Expert
2282064,7.8764,1,81,"""Tenohira"" (TV Size)",Extra
780182,466.9748,10,"83,67,59,57,96,89,39,53,78,25",Reign of Fear,I
853926,6.3415,1,85,Asu no Yozora Shoukaihan,Insane
3030156,5.6762,1,87,ReI,Suou's Insane ft. torriru
2659371,4.7488,1,90,Juvenile,Insane
3852941,4.4988,1,91,Yami no Mahou Shoujo,Maruk's Insane
1033154,4.0591,1,93,Inferno,Agonizing Insane
1110531,3.2639,1,97,"Trashed, Lost & Strungout",TheMefisto's Insane
4921402,159.7622,3,"99,95,31",The Frozen Land feat. Philippe Giordana,A Bitter Life
2504668,76.339,5,"65,78,68,87,80",Seasons,Dark Clouds Fading
2349497,65.8897,2,"75,51",Three Hammers,In The Burning Red Sky
5605953,25.5484,1,66,Gokujo. no Jouken <3,Flower
5013474,551.5918,3,"81,76,8",CTRL + ALT + DEL (Cut Ver.),Amami Yuu's Extra
4238762,201.6282,5,"57,70,35,79,97",Slider,FrenZ's Extra
4891801,13.6221,1,78,Koi no Hyouketsu Otenba Yukemuri Cirno Onsen,Delis & dasdwqdf's Lunatic
4570592,17.8846,2,"87,83",Raijin no Hidariude,Extra
4705082,526.3585,1,10,Die,Ayesha's Expert
928937,446.5938,2,"16,44",Gee,Pink me up
2730429,277.609,1,21,Kto vse eti lyudi?,riffy's Extreme?
2656918,89.9553,1,42,Qesia,Extra
5436292,80.8037,2,"56,59",Yappari Sekai wa Atashi * Legend!! (TamolarM Remix),Expert!!
822643,203.5422,2,"75,27",Deadliner,eze's Extra
1863228,10.6842,1,82,Apocalypse in Love,Extra
4845516,9.0919,1,85,FREEDOM DiVE,Ciyus Miapah's Expert
5053250,8.1942,1,87,Garyou Tensei,Collab Expert
3404135,7.3774,1,89,It's you,Kowari's Extra
4291598,6.6512,1,91,A Very Polish Christmas,shoyeu's Extra
4729267,4.8656,1,97,Break Through the Dome,Amen's Extreme
2139960,4.6211,1,98,Sad Dream,Insane
1590637,4.3825,1,99,Tree Village,Cool's Extra
2397136,135.3027,8,"100,93,52,96,61,98,68,76",One by One,Extra
2372012,137.5258,2,"35,87",Aruku,Enerugi's Extra
1828961,305.6843,6,"55,41,93,32,81,77",Destr0yer,BEAM
753100,136.5006,3,"63,49,55",Hall of the Mountain King,VI
1945175,765.4805,3,"81,25,8",Hidamari no Uta,Expert
152849,205.0504,11,"83,96,94,93,87,77,86,64,63,90,40",Ubertreffen,Gold
3509218,6.5562,1,91,Avant,Sorrow
1962756,4.5162,1,98,Go Beyond!!,Expert!!
2516621,218.4987,1,26,Panic! Pop'n! Picnic!,Alpaca's Extra!
576789,198.8947,3,"49,37,74",Six trillion years and overnight story,Starfort's Insane
4887064,200.8302,2,"76,27",White Eternity ~Memories in the air~ (10th Anniversary Re:mix),Re:Eternity
2368664,14.9489,1,77,Watch out!,LMT's Expert
1183256,273.5976,2,"92,22",Uso no Hibana,Extra
2040981,42.5479,1,55,Gateau au chocolat,Spinity's Starlight
126859,130.2251,7,"71,85,60,72,53,92,93",Enkan no Kotowari,Another
345099,34.8578,4,"73,87,99,85",Airman ga Taosenai (SOUND HOLIC Ver.),Insane
1620228,159.8629,14,"74,94,97,75,71,66,88,67,77,99,100,97,74,77",SAY BAY,papapa's Insane
988793,711.0393,19,"75,86,83,86,78,10,84,78,65,88,89,85,99,64,66,74,80,78,81",SLoWMoTIoN,LoLIS
230523,18.305,2,"76,97",Airplanes (Feint Remix),Shooting Stars
1982874,12.7519,1,77,as x sist ~Amae Beta na Watashi Nari ni~,Ex
1584191,41.3135,5,"80,100,96,79,83",FIXED STAR,Wish
1958927,10.275,1,81,blooming,Solution
1817320,8.8021,1,84,Ao to Natsu,Reform's Extra
3530438,18.9779,2,"91,76",SLoWMoTIoN,Marathon
537235,10.4895,2,"96,92",Hot Right Now (Radio Edit),Insane
908373,4.1136,1,98,Love your enemies,Extra
889327,49.6689,3,"67,88,71",Junshin Always,Extra
388878,7.1471,1,90,Wake up! (Anime ver.),Extra
1992467,109.0863,3,"97,51,51",Ghost Assassin (Hourglass Bonusmix),Luminosity
2264553,24.1431,2,"99,69",MeltyMoment,Koiiro
4642783,287.9781,8,"56,74,65,94,60,34,82,62",two-Dimension's Love (TV Size),Secret Magic Ticket
1681126,11.2875,1,81,two-Dimension's Love (TV Size),Extra
4952560,137.7766,2,"35,85",Sakura to Kotori,Blossom
5280417,15.8959,2,"96,81",FairlyLife,Impossible
4827320,186.0472,4,"97,68,55,35",Asphodelus,Leave your endless loneliness to me.
5589456,4.7162,1,98,Naze? Nazo?! ANSWER,Luluka
4577921,9.256,2,"100,95",Koiseyo Otome! (Game Ver.),Extreme
1522332,251.4668,1,23,confusion,Ohwow's Expert
4954505,104.68,1,39,crystallized,"lux's heart is extra full of diamonds, might be a heaven sign"
1514253,67.9258,1,47,MTC (Radio Edit),Expert
4190194,64.2299,1,48,The Fiery Seas And Icy Winds,Frozen Serenity
5458625,60.997,1,49,BGT-No.14,Expert
437377,380.0622,5,"59,57,47,23,99",Paranoid Lost,Yuraki
162363,20.6722,1,69,Music Revolver,Kana
5384601,15.7066,1,74,Sentou! Cassiopeia,Fudrea's Expert
114635,12.7266,1,78,Rubik's Cube,7x7x7
778929,102.2671,11,"80,94,81,95,78,99,80,87,73,100,74",Changing,Freedom
3010882,226.0213,9,"81,63,54,79,99,79,86,45,59",Sorochinskaya Yarmarka,Seni's Extreme
95382,9.2724,1,84,chipscape,Ragnarok
314645,179.3851,2,"85,29",Maware! Setsugekka (TV Size),Skystar
4204410,8.2972,1,86,INTERNET ANGEL,YUA'S EXTRA
4918003,6.7115,1,90,Celebration Music,50/20
145601,4.4024,1,98,The First Star,S h i a's Insane
4415535,4.1807,1,99,Bye Bicycle,Bicycle
4573398,343.7785,1,17,letter writer,Extra
2179560,58.232,1,50,Nai Mono Nedari,YURAYURA YURAYURA
2516616,1020.8531,14,"81,41,93,57,64,47,44,24,98,41,32,47,46,37",And Plague Flowers The Kaleidoscope,Painted Path
4863996,79.1916,4,"82,82,54,73",Better Off Dead (Cut Ver.),browiec's Extreme
1848732,5.1681,1,96,Daisy Blue,Extra
5426162,177.0317,5,"99,73,40,49,99",R.I.P.,M.E.M.O.R.I.A.M.
5273163,137.8386,5,"57,72,81,74,45",FAITH,MIZTO'S EXTRA
3211577,12.1497,1,77,Hachigatsu no Yoru (Cut Ver.),The World With You
83338,4.1242,1,97,reunion,Insane
3900334,331.5685,2,"19,72",Silhouette,Glaceon's Extra
4711006,348.2708,2,"20,52",FIRST,Ben's EXTRA
4947088,133.4329,2,"37,77",Die,Extra
3266014,83.1455,1,44,"Skyfall feat. Koie from Crossfaith, MAH from SiM, Masato from coldrain",Descension
4701320,17.4751,1,73,Kawaikute Gomen,Envy
4607113,19.3062,2,"76,99",Lonely Go! (TV Size),Extreme
1853005,63.091,4,"93,85,82,57",Daisy Blue,Bloom
1131747,377.9603,2,"39,20",fleshbound,martyr
3681081,40.8747,1,56,Fallen Angel (el poco maro Remix),Tainted Archangel
4786235,68.1338,3,"61,62,90",hurt to the core,pained and broken
4557237,343.2593,5,"65,72,85,20,86","Devour Me, Colossus (Part I): Blackholes",Reveries from the Stained Glass Womb
765873,58.9475,4,"75,97,70,68",Kagayaku Hari no Kobito-zoku ~ Counter-Attack of the Weak,Extra Stage
2915644,134.0034,5,"76,83,40,86,95",Black Pentagram,Ritual
3460338,5.8906,1,92,Passenger,Obfuscation
1838165,17.5993,2,"97,77",Bad Elixir,Idealism
4407820,10.968,2,"98,91",Battlefield,Lionheart
2791350,50.5799,2,"100,53",Gengaku Opera House,Give it all.
4110850,616.1695,2,"9,46",JAMMER,Collab Expert
4572659,515.7965,2,"12,51",On the Frontline (TV Size),Endless Journey
3996406,355.3992,1,17,Princess Brave!,BAKA!!!!!
4208143,284.8701,1,21,Ravensong,Extra
391182,228.0718,1,25,Streaming Heart feat. Hatsune Miku,Extra
3317368,95.8926,1,41,Swampwitch,Extra
4637590,65.2686,1,48,Unravel Sky,Resilience
2788239,55.6625,1,51,Kimi no Tonari de,Lemaire's Extra
3735916,49.977,1,53,M1917,Extreme
847197,44.9517,1,55,Aragami (Short Ver.),Azer's Extra
4960051,34.5578,1,60,The Stains of Time (Maniac Agenda Mix),OME & HAYA'S EXTRA
194953,32.6054,1,61,Seijin no Tou,Another
4629881,30.94,1,62,Unravel Sky,Resolve
743896,29.3303,1,63,Wizdomiot,Lunatic
1100642,26.2945,1,65,cross the line,Kibbleru's Extra
1564926,22.4191,1,68,Owari to Hajimari no Oto,Cheerful Bits
4331765,18.0887,1,72,Tensai Rock,killian's Extra
1355247,16.3126,1,74,Ginza vs Ginza,Ex
3641435,13.8753,1,77,Break your desire,Extra
4696040,11.8746,1,80,Guitar to Kodoku to Aoi Hoshi (TV Size),Vaporfly's Extra
1063907,10.6954,1,82,Heart no Atoaji,VINXIS' Extra
3131480,10.1386,1,83,nostalgia,aerous' extra
4625968,8.2434,1,87,Contract Trigger,Revelation
1318245,7.8281,1,88,"Daisuki, Evolution",Karen's Extra
2305393,7.0577,1,90,Dramatic Hizakurige,adioni's Expert
1071242,33.6741,2,"97,63",The Glory Days,Glory
2501724,4.6592,1,98,Redo (TV Size),Apollo's Extra
2337943,443.7981,3,"36,87,19",Nisemono no Koi ni Sayounara with Wakeshima Kanon,Meyrink's Extra
1443674,72.7667,2,"50,77",Koi no Hime Hime Pettanko,Sweet Sweet Angel
4421970,585.8122,3,"55,97,8",Cake by the Ocean,Sidetail's aYaYaYaYa
611363,99.667,2,"76,43",Hoshi Ori Yume Mirai,Skysign
1575386,12.6851,1,79,SHIORI,Extra
2400815,25.701,2,"95,70",Wings of Courage -Sora o Koete- (K@keru Dnb Remix),Expert
3273816,948.3804,4,"18,15,37,37",Shuumatsu no Bishou,Looking-glass Insects
1372586,108.6549,3,"42,75,100",ANiMA,Extra
1173869,72.9193,1,46,Idola,Meg's Extra
4157663,59.357,2,"52,91",Magic Girl !!,Whisper the Magical Spell with the Everlasting Emotions
887095,130.1197,2,"55,42",Akasha,Insane
3316661,25.2509,1,66,Wakusei Rabbit,Akitoshi's Expert
350132,227.5453,7,"73,82,95,99,53,35,68",Monosugoi Ikioide Keine ga Monosugoi Uta,Lunatic
1836484,14.8044,1,76,quaver,NiNo's Extra
4485821,112.8552,6,"91,69,75,96,52,68",Everything will freeze,Daycore's Frozen Extreme
3481011,49.2406,4,"94,99,60,91",(^3^)chu * Dere * Rhapsody,(^3^)
148000,98.7114,2,"99,40",Flight of the Bamboo Cutter,Lunatic
5391267,22.9021,2,"70,88",BPM210 no Shanghai Alice (Instrumental),SUZU'S LUNATIC
5287832,248.7822,7,"80,54,76,94,30,93,94",Determinate (Nightcore & Cut Ver.),PikA's Extra
4891660,8.4245,1,82,Bubblegum Bitch (Nightcore & Cut Ver.),Fuxi's Extra
780914,7.9722,1,83,Vagrant (feat. Veela),Still Alive
5570181,7.537,1,84,intro,another
1453152,4.1813,1,95,Sakura Mitsutsuki,Petal
5143160,46.2906,3,"99,79,61",This Little Girl (Nightcore & Cut Ver.),Don't you know?
3299371,3.1477,1,100,System Sun,Insane
1007522,228.7796,3,"36,96,39",Extraction Zone,Legend
3275891,266.397,3,"40,31,78",Of Petrichor Weaves Black Noise,"Swan of Pale, of Porcelain White"
3757508,307.3281,5,"49,26,81,66,87",Mirror Mirror,Reflection
1612129,25.3653,1,65,Help,Serendipity
2018512,29.7739,2,"88,68",Tinu rareta Syuren Ni Fukeru Homura,Chaos
2680280,5.9751,1,92,Eiya 'Imperishable Challengers',Tragic Love
3212416,4.3428,1,98,Immortal saga - Again,REVOLT FROM THE ABYSS
1649528,259.4183,11,"99,81,71,30,98,76,78,93,88,62,91",Legend of Millennium,Xexxar's Best... Succubus?!
3972806,152.659,3,"39,80,59",EVERYBODY DO THE FLOP,Akitoshi's Extra
1080094,27.9053,1,64,Unhappy End World,Hope
5281382,6.3663,1,92,Hoshi o Kakeru Adventure ~ we are forever friends! ~ (Long Ver.),Whimsy
3988655,54.1132,1,51,Kawaikute Gomen feat. Chuu-tan (CV: Hayami Saori),Jealousy
2245373,25.0917,2,"69,99",Army Of The Night,NeKro's Expert
2547378,115.1286,5,"77,53,55,94,92",Triple Baka,Baka Baka Baka!
3890269,57.9338,2,"80,54",Yurari,Expert
2485259,8.5945,2,"99,99",Yubi Bouenkyou (TV Size),Delis' Extra
1936782,101.441,4,"47,88,71,96",Shiny Ray (TV Size),Sotarks' Extra: Phasansheer Shearylla
3272851,40.1598,2,"96,60",goth girl,Fly Day
5312754,258.521,5,"30,64,57,87,76",No title -10 Years Later Edition- (Cut Ver.),Parad0xa's Extra
5281751,222.4128,3,"42,71,36",Determinate (Nightcore & Cut Ver.),Mita's Extra
4873748,111.976,4,"45,97,100,63",Bubblegum Bitch (Nightcore & Cut Ver.),kolman's Extra
5559960,203.1466,3,"47,35,87",Helios Rap Remix (JerseyClub mix),MekaDevious Ohio NPC
5101506,59.1154,1,50,Tell Me You Know (Cut Ver.),Extra
5673178,412.7135,2,"51,16",HandClap (Nightcore & Cut Ver.),Mekadon's Extra
5337976,1427.6492,4,"63,6,10,21",Blame Brett (Sped Up & Cut Ver.),Bittersweet
5517387,1170.9815,5,"65,34,24,4,45",Blame Brett (Sped Up Ver.),Kumocha's Expert
4906145,22.1852,1,68,Start Again (Cut Ver.),aaeky's Extra
5728888,19.9561,1,70,Ren'ai Circulation (TV Size),Love
4874181,129.019,3,"72,54,48",Poison (Nightcore & Cut Ver.),Nymphe's Extra
5485060,15.1311,1,75,Best Day Of My Life (Cut Ver.),Euphoric!
5586535,10.4422,1,82,Marshmary (Cut Ver.),Reflection
5395166,374.8065,9,"85,49,57,55,41,72,60,70,49",Maniac (Nightcore & Cut Ver.),Ram's Extra
5571529,541.6247,6,"89,70,64,41,27,25",WONDERFUL WONDER (TV Size & Sped Up Ver.),Nymphe's WONDERLAND
5518073,191.3028,6,"92,88,65,58,37,89",The Best of Both Worlds (Nightcore & Cut Ver.),Mita's Extra
4940783,5.5418,1,94,NBTSA,midwest's Extra
5222182,56.2573,4,"96,60,96,76",Pretty Little Psycho (Nightcore & Cut Ver.),Ram's Extra
98452,527.2428,2,"97,9",Dancing Kong Fu,Insane
1124630,277.562,1,21,We Won't Be Alone (feat. Laura Brehm),Kyshiro's Extra
1762981,727.9924,3,"23,75,11",Kioku x Hajimari,Expert.
3855031,187.2575,2,"34,53",want,akitoshi's expert
1642605,118.4551,1,37,over and over,Kamiya's Extra
2622976,106.6541,1,39,JUSTadICE,Addy's Extra
543221,96.1939,1,41,Drop It Down Like (fang Remix),Drop it
750846,74.1157,1,46,Kanshou no Matenrou,The Great Magician
4668596,53.8875,1,52,Hakumei ni Utsu,Expert
1476592,16.8405,1,74,Trust in you,Asfand's Extra
2267539,14.3214,1,77,One Me Two Hearts,Expert
1954466,11.6043,1,81,Perfect-area complete!,Walao's Extra
887144,71.8074,3,"84,87,51",Koitsubakihime,Another
2755722,6.8733,1,91,Solace (Cut Ver.),Extra
2973711,5.8766,1,94,GROUND-ZERO,AmaCandy's Insane
785097,77.5985,6,"96,84,74,69,73,84",Stella-rium,Starlight
942418,114.8371,3,"98,57,45",Mitsuba no Musubime(Sanaas remix),iyacat's Clover
4050392,128.3032,2,"42,58",Darling in the Night,Stardust
1497709,244.7847,3,"44,50,38",Ashita no Kimi sae Ireba Ii.,Karia120's Expert
4105352,68.1131,1,47,I'LL BE THERE FOR YOU,AFFECTION
3958387,8.929,1,86,Make our sound,Dreams
4473571,7.6353,1,89,Tokohana,Habi's Extra
5192324,10.4699,2,"93,99",I'm invincible (Game Ver.),Extra
3709851,34.8406,3,"72,96,79",Diane Young,zglock's Expert
1498091,17.2019,1,73,me & u,toynathan's extra
4762683,210.6862,6,"84,83,82,37,62,53",Sentou! Champion Iris,Fiery's Extra
3157180,8.2142,1,87,Light Delight,Expert
559809,267.9326,14,"90,91,85,80,95,74,57,80,49,61,88,52,81,85",Desire,Aspiration
5632712,4.1437,1,100,Shake na Baby (TV Size),Expert
4867909,42.136,2,"60,88",Libera (Part I) - Saturnine Spheres,Fluttering Wings
5259408,273.7363,1,21,Aurora,Expert
192515,121.8054,1,36,Oriens,Extra
4852527,96.184,3,"55,52,96",You're a Winner!,Jackpot!
3920486,212.2303,9,"68,61,93,85,80,40,58,98,91",Twinkle Twinkle (Sped Up & Cut Ver.),Extra
2384149,12.6567,1,78,Satsuriku no Keifu,Insane
2719893,113.376,8,"79,78,62,84,87,66,98,71",w/WWW feat. Hoshimiya Toto,Utopia
4915087,15.8196,2,"80,97",Tetoris,Extra
2097992,15.2637,2,"85,90",MUKANJYO (TV Size),Extra
3964717,7.8812,1,87,Karen Setsugetsuka,Insane
1027542,23.5741,2,"91,72",R4V3 B0Y,3XTR4
4452922,161.0947,4,"94,99,41,47",Battle! (Champion),Extra
4767832,5.1827,1,95,Split EX (Instrumental Ver.),ANOTHER
238265,4.9227,1,96,NEW Astronomas,Extra
358273,15.6028,2,"97,80",Far east nightbird (kors k Remix),RLC's Extra
475364,32.9233,3,"98,64,96",Polygon (feat. Reija Lee),Asphyxia's Insane
5081883,3.9685,1,100,Inferno (9mm Parabellum Bullet Cover),Fir's Extra
2124108,252.4224,2,"38,33",Haikei Doppelganger,Who Are You?
5078432,64.5135,1,48,Morozoboy,"Your Corpse, Lifeless and Numb, will lie under all that Cold Snow."
5284284,61.3533,2,"51,90",Radiant Dawn,Golden Embers
5761471,18.1635,1,72,Inferno City,Deception
2932491,19.4639,2,"75,99",Mikasa,Collab Bestowed
2097124,21.6742,3,"80,98,94",Flames Within These Black Feathers,Tearing Apart The Despair Entangled Within My Hands
3764598,10.2364,1,83,Wisps of Nifl,Ethereal.
4147967,108.0876,3,"84,42,80",Touhou 7 Nonstop Medley,Perfect Cherry Blossom
5593879,6.071,1,93,cheatreal,921206025887's Extra
1617484,5.4574,1,95,Lithosphere (Original Mix),Seafloor Spreading
3877905,393.7057,7,"96,68,24,60,85,49,56",A Songs Compilation Reflected Cold & Cruel,Brittle - It Shattered in an Instant From Her Serene Embrace
4440930,17.5625,3,"99,87,96",You May Not Want To Hear This But,Phantasm
4666984,261.0442,4,"35,55,44,85",Die,Bloody Rain
2137200,143.9975,7,"64,68,47,99,91,76,96",Generations,Legacy
5076832,136.4219,4,"75,36,100,91",Kamisabita Kosenjou ~ Suwa Foughten Field,Extra Stage
5230161,13.943,1,77,On the Edge of Paradise,Heavenly Encounter
5042421,57.2636,2,"88,53",Kamisabita Kosenjou ~ Suwa Foughten Field,sstari's Extra
4178730,31.0525,2,"92,65",Kamui,SHD
1790044,223.137,4,"60,90,29,83",Haruka Mirai (TV Size),Extra
