BeatmapID,TotalWeightedPP,AppearanceCount,Placements,Title,DifficultyName
1475722,1874.1734,2,"1,83",Crystalia,Meal's Ultra
4917965,2597.73,4,"2,61,5,24",The Edge Of Glory,lady gaga motorcycle
5027876,6099.6379,15,"3,18,31,16,15,72,4,32,18,90,19,73,91,75,6",Sweets Holic (Cut Ver.),Lemaire's Ex
4792613,1751.8841,6,"4,88,70,34,81,82",Zetsubou plantation (Cut Ver.),-AzuMi's Extreme
1724319,2119.7126,3,"5,21,26",Anoneanoneanoneanoneanoneanoneanoneanone Kouji ga Okureteruno,Anone
4786514,3133.6528,15,"6,86,74,14,27,24,91,80,79,18,15,33,82,89,61",Zetsubou plantation (Cut Ver.),Despair
5544732,66568.389,101,"7,22,1,2,1,9,6,1,19,1,2,1,2,2,73,10,1,1,15,2,74,10,1,1,19,1,1,33,2,5,13,10,7,1,11,25,36,79,11,1,25,99,6,4,12,3,10,11,18,13,33,83,1,29,1,1,11,1,33,27,1,3,1,8,26,5,4,1,22,4,26,1,6,71,8,25,15,3,9,28,29,3,1,8,2,35,5,6,23,8,10,55,10,72,6,86,2,1,47,9,1",overture,omni's hometown
5124997,2591.8538,8,"8,19,94,47,11,50,37,12",Oroka na Ketsumatsu,Ideology
1811527,8288.5698,29,"9,73,55,1,92,96,7,2,82,9,12,33,34,32,80,5,16,83,90,85,89,100,96,67,100,55,55,97,50",Save Me,Nightmare
4860513,7794.4897,22,"10,32,4,27,6,30,12,47,9,96,8,84,36,8,51,90,62,9,64,29,49,73",Polar 240,Blizzard
4808501,8475.8566,24,"11,46,41,21,11,4,8,86,84,1,14,24,85,4,85,86,85,88,28,69,15,25,21,41",Zetsubou plantation (Cut Ver.),Plasma's Extreme
4967007,1901.2624,8,"12,48,33,85,5,84,60,92",Temptation (feat. Rebecca) (Nightcore Mix),Tylerderp's Extreme
4921872,2286.1747,14,"13,90,18,78,92,96,100,66,37,38,13,100,22,59",Title Screen,The Game of Video Quick Draw
5774158,9715.7932,22,"14,4,10,94,12,5,2,9,48,25,2,1,20,69,11,11,34,51,65,88,78,58",The Eye Of Eternity,Greater than Gods
5047713,1457.6844,5,"15,22,21,83,78",Songs Compilation VI,Marathon
5047712,2344.521,8,"16,33,8,100,32,29,83,64",Songs Compilation VI,Collab Extra
5423181,34713.3181,101,"17,87,33,68,35,13,3,43,23,79,2,42,12,60,100,14,31,8,59,30,11,98,29,2,46,2,24,82,29,61,80,5,18,2,47,9,4,11,11,57,20,94,4,46,27,3,92,10,55,25,13,53,27,1,40,34,52,3,9,23,13,18,52,13,21,7,78,87,7,70,40,61,42,74,17,16,6,7,55,51,6,54,2,4,5,16,26,15,36,2,21,61,39,62,11,38,2,23,32,43,16",Presenter* (Cut Ver.),Merry Christmas!!
1909555,2448.5355,12,"18,63,15,37,89,31,89,5,70,74,49,94",Walk This Way!,Ultra
5416765,30256.0863,63,"19,32,45,3,1,89,32,11,73,4,2,3,80,1,1,6,14,7,20,41,5,23,76,8,8,10,57,7,3,22,20,79,44,9,3,21,84,53,78,7,28,11,98,18,12,13,28,1,35,23,54,86,1,8,3,10,28,1,53,34,7,44,6",Christmas Slop,Nymphe's Ultra+
1256809,16435.469,48,"20,24,19,8,54,36,71,6,3,10,38,38,1,3,5,48,6,1,46,54,28,70,41,15,33,17,54,5,18,53,48,1,94,93,4,90,33,74,70,74,76,65,23,59,70,47,72,99",Save Me,Tragedy
4810017,10156.7063,39,"21,60,95,37,3,71,58,20,10,88,82,40,38,18,41,54,82,34,45,3,18,67,30,85,13,96,14,5,7,61,22,63,10,43,34,61,52,13,27",Zetsubou plantation (Cut Ver.),Kuki's Extreme
5577996,758.4574,3,"22,23,96",Souzou no Idea,Eternity
5211256,490.493,1,23,Nail Gun,fumo
5043510,847.9728,6,"24,91,32,60,37,43",Kyouki Chinden (TV Size),Ultra
4925156,16733.4581,54,"25,64,82,17,29,49,10,58,14,16,33,69,27,91,11,46,17,29,7,12,15,56,1,24,2,31,71,4,5,21,31,95,84,49,15,82,66,10,32,38,25,89,20,29,70,1,9,97,4,26,27,11,93,92",Time to Say Goodbye (TV Size),Reform's Extreme
4829379,8001.6521,29,"26,34,16,5,48,40,31,5,48,34,43,56,29,60,1,62,57,43,43,22,6,17,43,59,61,84,9,65,38",Zetsubou plantation (Cut Ver.),Extreme
5097762,7914.3497,41,"27,76,21,13,48,18,49,80,21,41,56,71,81,7,36,71,61,24,25,16,41,14,46,47,72,42,95,18,59,46,7,16,54,48,53,48,57,14,48,35,99",Temptation (feat. Rebecca) (Nightcore Mix),Parad0xa & -AzuMi's Extreme
4874327,8263.7336,36,"28,48,51,98,43,20,17,31,14,42,3,28,96,61,57,76,95,46,90,27,7,6,99,37,13,100,60,26,30,75,17,70,13,72,21,8",Time to Say Goodbye (TV Size),No Return
4926909,8013.8901,23,"29,45,59,7,31,8,14,18,6,68,33,7,14,23,47,2,41,85,22,65,84,86,26",Title Screen,Ultra
5416768,29695.1738,85,"30,68,13,46,19,22,7,33,84,11,39,6,34,25,69,7,57,53,27,4,24,5,12,8,10,43,65,6,83,3,20,46,1,6,69,55,10,83,9,27,73,20,16,74,71,17,76,1,69,92,30,12,39,15,21,55,24,40,9,53,2,22,50,5,2,91,1,8,13,13,48,12,3,16,29,6,97,87,36,24,38,91,26,20,18",Christmas Slop,Ram's Ultra
1711326,1616.4739,5,"31,35,40,3,85",Owari Tsumugishi Mono,Lasse's Extra
4896590,1126.3043,5,"32,62,11,66,72",Crystalia,Plasma's Extreme
5284834,5612.7058,10,"33,5,1,77,7,89,5,3,8,54",Ai no Shoumei,"Shattered Feelings, Hopeful Love, and You"
2069969,11831.5786,45,"34,37,57,31,43,42,79,21,34,49,3,14,42,9,16,62,54,34,59,7,36,54,57,6,81,54,39,59,23,15,17,19,12,27,23,4,83,29,12,21,24,68,54,92,8",Rat Race,TheMefisto's EXTRA
1185036,290.3294,3,"35,85,69",Inai Sekai,Regret
5322879,4279.774,17,"36,16,7,96,12,6,42,26,13,98,79,71,25,88,90,53,64",ESSE CARA!,TOMA TOMA!
4775095,691.3634,8,"37,64,26,55,81,85,66,80",Spider Dance,Plasma's Genocide
5496736,831.6383,8,"38,26,41,81,86,61,58,93",Hell Above (Cut Ver.),Wasteland
5049011,38616.6493,77,"39,20,4,22,9,1,5,4,78,9,97,13,6,11,3,35,3,9,37,59,85,2,8,28,2,4,4,21,17,64,8,27,27,45,6,10,57,22,9,87,20,17,8,44,4,1,90,8,23,30,4,92,6,2,4,34,15,35,14,31,3,31,40,2,4,38,5,1,69,3,26,3,12,10,2,20,3",Sweets Holic (Cut Ver.),Kumocha's Extreme
4708805,621.6162,10,"40,93,68,78,41,49,83,67,83,28",Bang Bang,Plasma's Expert
4763600,519.2825,4,"41,41,96,33",Inai Sekai,Extreme
901854,886.5397,13,"42,94,89,40,24,63,84,53,65,93,62,58,98",Sendan Life,Nostalgia
5731825,3792.098,14,"43,25,25,66,91,24,74,50,5,13,12,64,39,3",RuLe (Cut Ver.),ANARCHY
4867605,11220.8524,40,"44,36,27,24,61,36,22,62,86,13,35,48,100,3,29,19,63,29,12,28,36,82,1,70,77,3,56,21,7,22,9,1,11,75,14,48,71,31,27,67",RuLe,ByE
2590221,483.0149,3,"45,25,78",Doro no Bunzai de Watashi dake no Taisetsu o Ubaouda nante,Shallowness
5416771,5760.577,17,"46,29,29,37,9,2,19,7,64,100,26,42,70,1,67,69,26",Christmas Slop,Sloppy Gift
4867167,9314.6026,48,"47,88,80,21,98,39,17,16,57,13,63,24,53,4,69,27,1,30,28,44,52,13,64,75,34,28,54,7,36,64,29,100,48,45,50,28,19,83,32,39,43,52,47,28,17,74,25,34",R U 4 Me? (Cut Ver.),i feel so far from the people who are nearest
3871989,127.3012,1,48,Vicinity Of Obscenity,Isomir's Extreme
915210,2615.4714,21,"49,13,88,83,59,99,87,20,92,17,58,50,58,96,96,57,28,23,48,21,45",quaver,Crescendo
5236530,4486.6456,19,"50,45,76,56,93,92,10,75,18,79,71,26,7,3,38,3,92,81,29",Eu Li Na Biblia (Sped Up & Cut Ver.),"Dance, dance, dance"
4791387,23424.746,96,"51,33,61,62,65,81,7,57,28,10,8,54,30,9,12,57,95,62,22,7,7,41,60,35,41,6,88,28,37,56,32,23,5,52,66,29,35,3,32,4,4,17,51,16,25,79,27,73,21,71,63,14,45,55,90,64,5,42,18,26,98,25,47,39,78,82,43,8,87,20,7,15,4,45,5,4,12,90,16,72,80,35,70,29,62,34,90,70,49,59,7,73,20,68,49,48",Song That Might Play When You Fight Sans,Genocide
4883679,17794.3571,74,"52,59,28,8,3,47,82,3,24,54,78,15,32,12,76,28,31,84,19,44,7,73,100,44,66,49,13,89,20,26,78,1,41,71,2,92,37,18,63,56,22,61,19,60,63,75,81,39,14,46,27,96,14,46,92,20,64,3,80,80,9,3,53,66,24,6,42,18,52,48,21,5,89,77",Unstoppable,Gotta Go Fast!!
5064356,97.0922,1,53,WINTER ARC (CUT VER.),WRATH
4715827,92.233,1,54,Bang Bang,Luscent's Extreme
4793476,33803.8481,107,"55,63,23,43,2,31,2,4,10,1,28,82,66,32,34,44,35,34,51,60,22,27,15,16,42,45,39,5,54,45,18,79,16,26,29,12,11,91,75,63,13,52,2,63,36,33,61,2,14,8,37,10,1,49,56,58,78,8,2,25,28,16,62,36,62,5,97,34,72,12,2,41,6,81,16,37,83,38,93,31,1,1,2,5,35,13,14,51,58,32,81,2,10,61,6,47,70,15,56,18,76,45,87,22,64,4,10",Zetsubou plantation (Cut Ver.),PikA's Extra
1995061,361.8929,9,"56,95,48,82,96,30,68,81,91",Packet Hero,Sotarks' Yowasa
4789151,79.0437,1,57,"Hana ni Ame o, Kimi ni Uta o",shoyeu's Colorless World
5240469,1767.7082,7,"58,60,8,51,7,88,35",Wing my Way (Game Ver.),Path of Hope
2534559,706.3632,3,"59,24,17","FLYING OUT TO THE SKY (covered by Nanahira, moimoi, Nana Takahashi)",browiec & Kuki's EXTRA
4630407,22162.249,101,"60,50,100,26,65,91,12,16,10,33,39,6,69,44,2,19,66,33,34,58,100,78,1,59,16,89,26,69,27,78,38,12,15,22,69,11,37,72,19,85,55,4,30,86,100,51,55,39,18,78,48,100,82,6,15,2,44,39,44,30,9,74,12,43,96,73,24,25,22,44,64,4,92,66,57,52,82,50,19,35,22,84,46,65,94,23,86,39,8,13,19,44,36,9,5,29,13,12,75,10,86",Bike Chase,Plasma's Extra
1925409,18604.5177,67,"61,93,64,41,51,26,45,30,12,6,50,83,12,50,35,89,66,50,11,15,3,64,76,78,100,8,88,42,89,3,19,28,58,79,58,67,41,72,16,3,4,3,3,15,43,19,40,10,53,3,14,8,56,24,1,52,32,76,3,23,21,70,96,40,19,21,5",Shitteru? Madousho wa Donki ni mo Naru no yo,shitteru?
1371599,102.0831,4,"62,98,61,94",Umiyuri Kaiteitan,Kaitei
4852514,7401.0364,27,"63,84,23,7,21,3,24,89,58,58,47,25,44,95,32,69,23,52,15,5,3,81,80,4,55,54,94",Kuusou Mesorogiwi (TV Size),Decree
1170505,834.3515,11,"64,26,82,86,96,70,58,80,40,22,79",Uta,Redemption
912167,51.724,1,65,Apoptosis Queen,Doom Desire
4839949,18856.1052,83,"66,74,38,80,40,72,12,36,7,35,23,57,24,11,85,52,43,23,36,28,2,62,35,65,84,10,31,7,24,78,2,85,23,81,18,35,37,32,42,21,17,79,96,6,85,23,38,77,36,2,39,87,10,65,56,10,5,24,29,6,22,73,96,70,64,83,86,12,12,92,34,58,81,29,14,66,82,84,22,2,48,84,28",Zetsubou plantation (Cut Ver.),Not DT Farmer's Extra
5556876,8134.4664,19,"67,26,5,12,5,8,2,30,21,36,30,73,4,1,89,35,7,32,12",And He Shut His Eyes in Anguish,O'Evil King Ekthelion
4788529,55.9205,2,"68,86",Break Free,The Moment of Happiness and Comfort
5623311,87.3388,3,"69,75,74",Mind Craft (Cut Ver.),Akitoshi's Beginning
1391631,75.5006,2,"70,66",Seijouki no Pierrot ~ The MadPiero Laughs,Extra Stage
5500905,2888.2372,13,"71,93,73,5,28,70,49,8,8,91,76,57,97",Sakura no Zenya (Nightcore Mix),Mutual Promise
4470172,370.2486,6,"72,78,27,73,67,79",dorchadas,htonrahS
3045622,74.0641,2,"73,67",Taking you out,Akitoshi's Extreme
2240526,37.5183,2,"74,95",Anoyo-iki no Bus ni Notte Saraba.,Yandere
5364895,5572.8878,29,"75,87,89,66,89,64,41,69,33,49,14,59,84,7,44,59,4,39,59,59,4,98,15,7,43,3,10,69,76",Mind Craft,Start from Here!
880321,161.9989,2,"76,34",Packet Hero,Ruthless
1909554,5820.3372,22,"77,48,16,1,5,53,16,75,17,82,34,18,100,92,34,65,98,54,8,23,67,76",Walk This Way!,Extreme
5589237,1095.9177,2,"78,4",down,Pro!
644971,1400.2658,11,"79,97,94,81,13,16,61,49,34,71,94",MariannE,Collab
4960484,2043.8976,13,"80,100,64,33,90,69,90,86,4,79,43,39,7",A little bit,Tenderness
412288,410.1829,4,"81,26,30,77",Sentimental Skyscraper,Myouren Hijiri
3745820,51.7243,3,"82,77,74",Brazil,Atomic Scope
5727768,3891.5174,19,"83,89,18,90,2,93,12,80,56,100,90,11,21,77,16,24,72,47,31",MONTAGEM BATCHI,JOGA ACELERA
1645523,3925.9508,28,"84,16,89,29,1,40,72,80,68,69,57,93,89,32,59,72,29,37,83,26,44,95,15,50,47,51,18,98",Seijouki no Pierrot ~ The MadPiero Laughs,Stage 5
1788628,198.3265,5,"85,41,64,99,60",1HOPE SNIPER,Resolve
4757557,2533.0566,16,"86,42,61,82,45,75,20,20,11,8,55,97,39,94,61,96",Noise (English Ver.),Polarity
3242187,1978.4114,6,"87,6,56,10,100,50",5150,Reflection
4852491,8533.5577,36,"88,41,2,9,65,29,54,41,46,81,65,5,48,59,90,47,33,26,18,55,68,2,25,21,17,29,43,55,40,21,62,33,3,77,54,57",Sentou! Battle Tower,Challenge!
1549739,1172.6022,3,"89,54,2",Crystalia,Xenok Sakaki's Extreme
4852494,389.0153,7,"90,81,36,50,46,74,84",Sentou! Battle Tower,Plasma's Extreme
5516642,50.3408,3,"91,67,73",#WE <3 YURI,Share's Extra feat. craxtz
3489230,12.3525,1,92,Kizuitara Shunkashuutou (Cut Ver.),Akitoshi's Extreme
4913599,2271.6867,27,"93,67,36,48,49,38,31,36,45,86,19,50,62,69,62,51,76,27,92,31,66,47,56,88,42,85,64",Time to Say Goodbye (TV Size),Plasma's Extreme
1672204,568.7478,11,"94,54,80,79,76,36,88,69,49,30,37",Pure Furies ~ Vengeance is Mine,Extra Stage
4726119,1737.9912,14,"95,20,45,47,67,39,54,21,78,19,49,76,53,57",L9,Extreme
2328679,479.4901,6,"96,53,100,23,96,68",ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero (Chiptune Cover),Malding Bunny
4572837,4814.2859,13,"97,16,32,46,4,13,15,9,55,56,10,12,86",Necrofantasia ~ Remix,Youkai of Boundaries
4224032,50892.209,93,"98,1,1,79,23,1,2,1,32,46,57,3,6,36,5,18,3,7,5,22,1,65,1,1,6,66,8,29,1,3,89,99,1,44,29,4,57,11,6,64,2,20,53,7,5,66,4,1,1,79,1,12,3,1,2,5,6,6,29,4,32,1,6,9,1,5,6,45,75,20,24,2,6,29,2,13,8,2,43,3,1,3,26,56,1,15,14,81,38,1,8,5,20",Bam Bam,Dom vs. Ciyus Miapah : Rastafara Trip Flavor
5457470,779.6921,14,"99,96,76,44,99,28,89,57,37,67,66,48,37,90",clarity rmx (hayakou bootleg) (cut ver.),hayakou's bootleg
4521745,4727.5094,12,"100,3,3,12,74,39,10,20,48,62,97,100",L'erisia (Primary Logic),sstari's Extreme
5704969,7757.7191,13,"1,4,2,6,3,57,58,91,42,43,7,68,70",Cellar of Ghosts,shoyeu's Faint Whisper
5258382,32128.9454,79,"2,5,2,1,95,1,1,5,10,3,3,1,2,2,4,6,14,84,1,1,81,73,69,9,92,39,5,51,39,91,41,7,69,34,60,28,53,69,48,54,56,42,37,16,21,46,28,10,21,58,15,36,23,29,17,45,29,55,16,46,42,75,31,14,11,59,29,34,11,22,30,32,37,22,16,13,59,13,34",Power of the Dragonflame,Uri's Extreme
5119288,26452.5464,42,"3,15,2,15,7,3,47,2,19,51,1,11,1,37,2,1,1,3,1,5,3,20,9,11,45,4,6,12,52,82,84,45,98,8,10,7,5,31,75,97,14,80",Humiliation Supreme,Extreme
4746232,13134.787,47,"4,1,8,16,8,5,74,5,55,12,9,62,3,32,78,7,1,23,21,83,86,87,96,83,82,96,64,99,39,29,91,72,75,52,56,45,73,85,62,72,77,33,97,91,64,48,62",Sidetracked Day,Distraction
5329312,25461.8787,78,"5,2,94,71,78,90,77,7,31,38,52,41,47,37,51,30,22,58,28,24,28,27,8,75,19,24,43,32,18,25,15,16,18,33,18,30,17,41,15,10,11,18,19,10,13,13,49,39,9,14,24,9,7,48,3,25,92,15,9,8,7,14,5,9,37,8,15,4,9,5,32,24,6,77,5,27,35,83",Humiliation Supreme,Dignity
4894158,54450.1656,110,"6,43,32,32,8,76,18,13,76,24,16,7,3,40,7,28,6,19,10,47,50,5,8,6,23,5,2,11,7,57,1,5,37,4,1,6,1,1,6,10,12,14,1,11,2,32,3,12,9,2,28,12,13,4,10,48,85,13,7,2,26,84,69,14,7,14,1,7,7,1,2,3,3,58,17,2,16,1,2,36,1,5,1,19,40,67,54,21,53,59,47,21,29,1,55,2,53,1,1,3,46,71,25,64,46,1,6,16,5,1",Higan Kikou ~ View of The River Styx,River Mist: Distance Becomes Strange
5206807,3078.9981,18,"7,47,29,20,33,25,13,70,57,81,78,79,86,78,85,61,72,49",Sidetracked Day,Distraction
5620511,4591.1227,23,"8,49,41,22,14,8,42,77,37,68,59,68,10,36,39,30,57,46,39,82,12,35,93",Cellar of Ghosts,Perfect Silence
5211120,7112.8565,16,"9,35,5,12,3,77,85,7,9,8,12,99,42,62,48,87",Sidetracked Day,PixelGlory's Elegy
5206808,10461.5164,42,"10,77,58,49,79,55,64,59,2,23,26,49,90,33,38,38,28,27,90,31,23,15,60,39,12,19,11,13,18,62,17,12,20,17,16,32,17,15,32,10,23,9",Sidetracked Day,Maaadbot's Sidetracked Week
5671885,4453.0882,29,"11,20,53,5,18,86,30,44,100,95,41,39,49,38,79,38,77,33,51,81,26,59,35,52,41,39,44,80,71",Heartless (Cut Ver.),Indifference
5186856,17190.1965,32,"12,50,14,16,13,11,35,9,67,25,16,16,23,1,24,2,40,10,8,2,11,35,42,6,4,2,4,6,6,33,19,3",Sidetracked Day,shoyeu's Extra
116128,7791.8542,15,"13,73,4,42,12,63,22,4,7,24,20,2,11,7,5",rog-unlimitation,AngelHoney
5211222,28626.6467,47,"14,2,20,13,4,11,2,32,6,1,41,9,13,6,12,2,2,2,1,4,19,43,17,1,18,5,20,90,1,12,63,34,10,8,45,12,1,5,54,3,34,3,71,86,9,5,34",Power of the Dragonflame,shoyeu's Expert
5141310,12693.8876,47,"15,12,26,6,56,34,5,4,7,53,62,90,61,4,27,92,33,100,14,38,78,19,28,42,65,38,46,38,39,27,87,2,9,27,24,63,38,19,64,18,47,19,43,29,20,66,26",Sidetracked Day (Short Ver.),-Tynamo's Resolution
5699094,4354.1697,6,"16,18,39,1,1,1",Lein,ekstra
4704022,41562.4198,54,"17,14,13,5,10,4,3,21,5,4,27,8,64,4,1,3,47,3,3,4,1,4,4,75,1,2,18,1,8,2,1,1,43,1,71,29,77,7,2,66,9,4,7,7,3,1,8,15,2,1,1,2,10,4",Age of Tyranny,shoyeu's Extra
5145068,16176.3665,54,"18,8,14,32,38,32,28,18,14,50,7,23,49,40,15,5,57,53,28,2,23,9,57,29,13,49,5,41,69,33,85,54,89,86,29,59,28,25,28,8,20,6,32,40,63,100,3,36,15,15,56,65,9,35",NNRT,Extra
5134784,1730.6466,11,"19,72,90,23,30,41,47,26,47,85,98",NNRT,Extreme
5521635,1500.8615,9,"20,47,6,75,69,75,85,67,51","Motto, Nee Motto (TV Size)",Fanservice
4628575,8686.6783,27,"21,31,56,20,25,9,27,98,16,13,7,23,52,10,81,20,1,25,32,80,60,54,74,19,17,69,27",Snow Goose,Sytho's Extra
5682464,23736.3935,52,"22,9,61,39,38,21,14,50,7,28,84,18,8,9,11,7,24,7,41,6,9,15,2,61,35,26,82,2,5,1,87,44,18,1,21,66,100,7,45,9,8,15,2,33,20,2,61,4,18,7,3,9",Heartless (Cut Ver.),Uri's Extra
5675454,4106.9453,10,"23,25,15,1,62,17,20,27,19,80",Heartless (Cut Ver.),Maaadbot's Extreme
5780519,420.0431,1,24,Lein,ekstreemne
5743097,3778.8383,13,"25,14,50,18,62,26,24,3,46,98,29,22,3",Valley Of The Vale,Maaadbot's Extreme
5062956,11107.6392,31,"26,79,33,22,32,31,19,26,12,41,32,55,4,23,48,96,6,5,29,6,1,100,56,2,1,69,8,30,20,30,6",Thine King Weeps for Mercy,Astronic's Extra
4343206,22566.2508,73,"27,74,50,98,38,59,58,60,17,36,51,19,64,24,22,48,19,23,39,44,65,11,10,12,17,20,17,4,14,96,15,11,77,89,19,55,15,47,6,50,2,33,12,1,66,3,2,12,48,2,13,77,99,16,8,63,10,33,2,46,39,92,6,14,15,33,97,1,95,53,11,26,28",over the top,uri's extra
5298466,2529.2253,10,"28,54,16,22,18,38,72,75,18,10",hopeless quiet,dixaway & wavewy's expert
4667123,18148.4459,39,"29,10,30,23,28,88,15,15,31,15,8,18,6,12,56,3,3,88,18,29,93,3,94,93,2,93,1,29,29,13,83,5,24,1,2,23,1,1,2",Sidetracked Day,evth's Inside Extreme
5192354,6408.3195,24,"30,57,63,35,28,19,95,12,87,33,15,69,14,16,17,27,81,2,1,31,10,45,42,55",Sidetracked Day,velamy's Hyperactivity
3963421,7566.7556,22,"31,42,25,39,48,2,52,4,8,21,26,99,37,48,88,1,9,51,27,11,17,21",10 Things I Hate About Ai no Sukima,Mommy's Radiance
5285756,11583.4876,31,"32,58,5,7,42,39,6,44,6,32,13,44,26,99,13,5,54,80,79,3,5,28,15,7,8,6,9,99,49,22,48",Os-Uchuujin (Asterisk Makina Remix),Kitto anata shika jushin dekinai no
5186857,2986.8658,6,"33,7,19,13,17,6",Sidetracked Day,-Tynamo's Infinity & Beyond
4886597,17071.7021,106,"34,51,1,71,95,68,31,83,76,37,77,66,42,90,56,49,96,86,59,35,24,52,20,67,73,78,67,48,38,28,42,56,37,68,86,93,31,75,15,36,34,31,46,71,50,76,51,23,31,22,90,21,33,22,22,20,25,65,54,77,99,31,82,55,56,19,49,19,30,37,20,16,21,25,5,13,90,33,15,73,18,69,19,95,29,23,11,13,13,14,69,28,39,13,20,30,75,84,13,94,34,53,9,20,65,14",Age of Tyranny,PixelGlory's Extreme
3131107,271.2865,4,"35,90,68,79",Elements & Tale of Fire,Descendants of Flame
4425486,4054.4111,20,"36,11,90,14,41,14,13,55,97,89,66,55,91,55,6,87,79,87,25,43",slishkom pozdno,deprived of your presence I regress into nothingness
5192351,5514.3909,20,"37,45,57,36,21,28,64,15,53,4,51,18,61,4,8,35,5,99,78,14",Sidetracked Day,Astronic's Extreme
675734,4335.0549,18,"38,27,48,81,96,76,25,35,9,27,61,28,48,36,16,44,25,1",Valley of the Damned,Apocalypse
3962022,3977.5363,31,"39,92,48,68,80,21,55,36,36,40,60,31,27,25,8,48,98,25,75,95,34,39,70,26,8,92,100,70,52,86,53",10 Things I Hate About Ai no Sukima,1 - I Hate The Fact You Made Sytho Map Too
4975644,8768.6013,30,"40,12,17,30,18,1,49,4,17,13,2,30,9,86,87,31,98,47,78,96,9,95,69,97,71,64,51,79,75,70",Higan Kikou ~ View of The River Styx,Extra Stage
111680,669.3326,8,"41,100,25,40,77,63,88,54",Ascension to Heaven,Death
5389812,1236.2078,4,"42,9,92,78","Jashin no Konrei, Gi wa Ai to Shiru.",Our Shared Lament
4000950,3622.0151,18,"43,22,47,22,54,52,24,20,63,35,36,79,92,14,19,17,63,87",Valley of the Vale,Nymphuwua's Expert Collab
4337667,1241.1208,11,"44,65,54,11,75,45,43,94,77,93,89",over the top,expert
5109853,45735.4495,82,"45,46,15,65,77,26,27,37,23,36,16,26,20,14,100,24,44,12,10,20,8,13,2,18,8,13,11,6,68,3,6,7,6,64,16,4,7,9,23,9,11,3,7,10,20,2,2,1,31,1,5,3,10,13,1,1,35,3,1,10,5,36,5,1,2,4,7,70,4,2,34,1,27,1,8,2,19,1,3,5,2,18",Humiliation Supreme,Extra
5132508,1214.8923,6,"46,64,23,34,22,68",The Frozen Land,Preserved Anguish
4943355,4436.998,15,"47,19,11,52,25,91,55,59,8,14,11,51,12,85,87",Sidetracked Day (Short Ver.),Lost
5474226,15643.522,44,"48,42,80,35,93,63,31,92,56,14,14,16,16,19,7,22,11,60,5,39,28,3,11,52,16,14,3,6,15,43,5,34,10,3,1,10,9,10,78,10,50,14,6,38","prygay, dura!",nyxrti's Extra
3967160,11432.6348,52,"49,59,56,98,59,48,60,34,38,90,23,89,89,32,24,58,84,9,35,12,16,32,76,19,84,9,7,16,54,39,34,13,31,40,11,24,23,43,69,9,2,65,69,4,52,49,16,16,19,10,20,33",10 Things I Hate About Ai no Sukima,2 - Years Of Your Beatmaps I Can't Undo
2423981,8853.7992,18,"50,12,55,49,24,2,31,12,13,2,16,6,64,5,5,11,46,82",Embraced by the Flame,Extra
5377422,1680.8433,9,"51,99,44,14,12,43,67,95,34",BPM210 no Shanghai Alice (Instrumental),HYPERPIGEON'S EXTRA
4511021,3944.0313,10,"52,6,18,28,29,29,15,6,43,92",Ascension to Heaven,Climax
1754777,3186.9201,26,"53,17,27,51,45,22,4,86,75,58,17,99,56,91,63,72,68,64,98,54,54,74,90,85,88,56",Sidetracked Day,Infinity Inside
4994500,6212.8279,14,"54,4,1,3,12,6,56,97,83,91,68,40,61,32",Prismatix,kowari's Extreme
4551189,412.3219,10,"55,33,76,67,100,97,54,79,94,85",Snow Goose,nebuwua's Hibernal Embrace
1241370,5477.8733,50,"56,80,50,52,85,85,85,71,52,72,90,82,52,38,77,61,56,63,46,26,45,42,59,42,65,94,79,45,37,36,23,79,38,12,47,79,24,21,43,83,84,11,7,15,86,26,85,12,47,17",HONESTY,DISHONEST
5061151,10243.5069,27,"57,7,35,33,71,24,15,59,10,10,14,38,91,5,20,1,7,66,12,41,11,15,4,61,30,69,48",Green Greens,Mekadon's Super Ability
5298015,148.5028,4,"58,66,78,62",End Time,Epilogue
5225100,2640.2676,10,"59,29,4,34,11,65,60,67,86,66",A Voice In The Dark,Redemption
5281371,6856.453,14,"60,7,20,56,8,3,9,10,36,27,22,12,2,23",Noah Fence,Blockbuster
2615748,9621.3303,63,"61,100,91,70,96,80,51,58,46,50,57,78,20,83,100,85,32,38,23,26,75,19,66,29,44,12,36,39,39,16,56,27,95,51,34,17,44,16,3,26,90,50,47,9,20,82,48,68,19,76,39,67,38,80,89,63,81,13,1,50,4,41,89",Xevel,Extreme
5684273,4375.507,27,"62,98,41,33,21,37,51,54,5,3,37,60,44,34,76,75,67,23,45,100,14,72,64,13,81,89,72",Heartless (Cut Ver.),shoyeu's Extreme
5080973,31525.9045,61,"63,35,29,11,43,17,2,30,18,60,8,2,88,1,6,5,4,19,3,26,35,1,18,24,3,10,10,18,28,3,2,10,3,6,3,11,72,7,1,22,4,2,85,82,1,17,58,40,1,16,13,84,11,77,99,29,25,39,44,4,6",look at me tenderly,(>///<)
4638446,1107.6222,6,"64,20,61,22,58,25",Sidetracked Day,Extra (2024)
4019123,16583.3824,44,"65,13,46,38,83,37,12,18,87,29,11,22,14,60,7,12,50,65,14,9,50,8,75,8,2,1,14,6,29,43,14,12,2,66,56,16,10,2,3,24,50,10,48,27",Bubblegum Bitch (Nightcore Mix),Steal Me With a Kiss
